L,method,budget,anchor_idx,anchor_offset,nll,ppl,kept_mean,kept_min,kept_max,seconds
8192,normkv,0.2,3,91109,3.634767,37.893016,1638.00,1638,1638,1.55
8192,normkv,0.5,3,91109,3.052362,21.165282,4096.00,4096,4096,1.59
8192,tova,0.05,3,91109,2.870556,17.646821,410.00,410,410,1.55
8192,tova,0.1,3,91109,2.778253,16.090891,819.00,819,819,1.56
8192,tova,0.2,3,91109,2.674586,14.506344,1638.00,1638,1638,1.57
8192,tova,0.5,3,91109,2.568687,13.048683,4096.00,4096,4096,1.62
8192,random,0.05,3,91109,4.691967,109.067506,410.00,410,410,1.52
8192,random,0.1,3,91109,4.870513,130.387846,819.00,819,819,1.53
8192,random,0.2,3,91109,4.024548,55.954988,1638.00,1638,1638,1.54
8192,random,0.5,3,91109,2.750043,15.643307,4096.00,4096,4096,1.59
8192,full,1.0,3,91109,2.557471,12.903144,8192.00,8192,8192,1.65
8192,snapkv,0.05,4,98463,2.301565,9.989806,410.00,410,410,2.39
8192,snapkv,0.1,4,98463,2.231133,9.310404,819.00,819,819,1.58
8192,snapkv,0.2,4,98463,2.143394,8.528334,1638.00,1638,1638,1.59
8192,snapkv,0.5,4,98463,2.074735,7.962434,4096.00,4096,4096,1.64
8192,sink_window,0.05,4,98463,2.424551,11.297151,410.00,410,410,1.52
8192,sink_window,0.1,4,98463,2.239769,9.391166,819.00,819,819,1.53
8192,sink_window,0.2,4,98463,2.181428,8.858950,1638.00,1638,1638,1.54
8192,sink_window,0.5,4,98463,2.067856,7.907851,4096.00,4096,4096,1.59
8192,recency,0.05,4,98463,4.069414,58.522638,410.00,410,410,1.52
8192,recency,0.1,4,98463,2.910349,18.363209,819.00,819,819,1.53
8192,recency,0.2,4,98463,2.888911,17.973721,1638.00,1638,1638,1.54
8192,recency,0.5,4,98463,2.478199,11.919778,4096.00,4096,4096,1.59
8192,pyramidkv,0.05,4,98463,2.357026,10.559499,410.00,51,769,1.57
8192,pyramidkv,0.1,4,98463,2.284035,9.816211,819.00,71,1567,1.58
8192,pyramidkv,0.2,4,98463,2.200837,9.032572,1638.00,112,3164,1.59
8192,pyramidkv,0.5,4,98463,2.122310,8.350406,4096.00,235,7957,1.64
8192,normkv,0.05,4,98463,3.089859,21.973985,410.00,410,410,1.53
8192,normkv,0.1,4,98463,3.172338,23.863206,819.00,819,819,1.53
8192,normkv,0.2,4,98463,2.943045,18.973535,1638.00,1638,1638,1.55
8192,normkv,0.5,4,98463,2.458464,11.686843,4096.00,4096,4096,1.59
8192,tova,0.05,4,98463,2.337870,10.359144,410.00,410,410,1.55
8192,tova,0.1,4,98463,2.276364,9.741195,819.00,819,819,1.56
8192,tova,0.2,4,98463,2.165733,8.720989,1638.00,1638,1638,1.58
8192,tova,0.5,4,98463,2.097717,8.147544,4096.00,4096,4096,1.62
8192,random,0.05,4,98463,3.924502,50.627878,410.00,410,410,1.52
8192,random,0.1,4,98463,3.415170,30.422134,819.00,819,819,1.53
8192,random,0.2,4,98463,3.272764,26.384157,1638.00,1638,1638,1.55
8192,random,0.5,4,98463,2.229896,9.298900,4096.00,4096,4096,1.59
8192,full,1.0,4,98463,2.091053,8.093437,8192.00,8192,8192,1.66
8192,snapkv,0.05,5,111642,1.961251,7.108213,410.00,410,410,2.38
8192,snapkv,0.1,5,111642,1.907467,6.736005,819.00,819,819,1.58
8192,snapkv,0.2,5,111642,1.848465,6.350064,1638.00,1638,1638,1.60
8192,snapkv,0.5,5,111642,1.816509,6.150351,4096.00,4096,4096,1.65
8192,sink_window,0.05,5,111642,1.940285,6.960736,410.00,410,410,1.52
8192,sink_window,0.1,5,111642,1.909547,6.750028,819.00,819,819,1.53
8192,sink_window,0.2,5,111642,1.890477,6.622530,1638.00,1638,1638,1.54
8192,sink_window,0.5,5,111642,1.864725,6.454161,4096.00,4096,4096,1.59
8192,recency,0.05,5,111642,3.262818,26.123038,410.00,410,410,1.52
8192,recency,0.1,5,111642,4.274158,71.819642,819.00,819,819,1.53
8192,recency,0.2,5,111642,2.503437,12.224438,1638.00,1638,1638,1.54
8192,recency,0.5,5,111642,2.113126,8.274064,4096.00,4096,4096,1.59
8192,pyramidkv,0.05,5,111642,2.064042,7.877748,410.00,51,769,1.57
8192,pyramidkv,0.1,5,111642,2.035846,7.658732,819.00,71,1567,1.58
8192,pyramidkv,0.2,5,111642,1.895604,6.656568,1638.00,112,3164,1.60
8192,pyramidkv,0.5,5,111642,1.852463,6.375505,4096.00,235,7957,1.65
8192,normkv,0.05,5,111642,3.314329,27.503937,410.00,410,410,1.53
8192,normkv,0.1,5,111642,2.975119,19.591957,819.00,819,819,1.54
8192,normkv,0.2,5,111642,2.664518,14.361031,1638.00,1638,1638,1.55
8192,normkv,0.5,5,111642,2.092628,8.106188,4096.00,4096,4096,1.60
8192,tova,0.05,5,111642,1.951060,7.036140,410.00,410,410,1.56
8192,tova,0.1,5,111642,1.890686,6.623911,819.00,819,819,1.56
8192,tova,0.2,5,111642,1.822990,6.190338,1638.00,1638,1638,1.58
8192,tova,0.5,5,111642,1.817334,6.155425,4096.00,4096,4096,1.62
8192,random,0.05,5,111642,4.360852,78.323857,410.00,410,410,1.53
8192,random,0.1,5,111642,3.036681,20.835982,819.00,819,819,1.53
8192,random,0.2,5,111642,2.559336,12.927227,1638.00,1638,1638,1.55
8192,random,0.5,5,111642,1.907440,6.735822,4096.00,4096,4096,1.59
8192,full,1.0,5,111642,1.819966,6.171649,8192.00,8192,8192,1.66
8192,snapkv,0.05,6,141316,2.603561,13.511764,410.00,410,410,2.38
8192,snapkv,0.1,6,141316,2.528975,12.540640,819.00,819,819,1.58
8192,snapkv,0.2,6,141316,2.507674,12.276339,1638.00,1638,1638,1.59
8192,snapkv,0.5,6,141316,2.404708,11.075195,4096.00,4096,4096,1.64
8192,sink_window,0.05,6,141316,2.614362,13.658503,410.00,410,410,1.52
8192,sink_window,0.1,6,141316,2.589693,13.325681,819.00,819,819,1.52
8192,sink_window,0.2,6,141316,2.501321,12.198596,1638.00,1638,1638,1.54
8192,sink_window,0.5,6,141316,2.387831,10.889851,4096.00,4096,4096,1.59
8192,recency,0.05,6,141316,4.805522,122.183250,410.00,410,410,1.52
8192,recency,0.1,6,141316,4.696530,109.566302,819.00,819,819,1.53
8192,recency,0.2,6,141316,4.256696,70.576429,1638.00,1638,1638,1.54
8192,recency,0.5,6,141316,4.103934,60.578122,4096.00,4096,4096,1.58
8192,pyramidkv,0.05,6,141316,2.669245,14.429068,410.00,51,769,1.57
8192,pyramidkv,0.1,6,141316,2.626648,13.827342,819.00,71,1567,1.58
8192,pyramidkv,0.2,6,141316,2.551086,12.821025,1638.00,112,3164,1.59
8192,pyramidkv,0.5,6,141316,2.426032,11.313895,4096.00,235,7957,1.64
8192,normkv,0.05,6,141316,3.978029,53.411669,410.00,410,410,1.53
8192,normkv,0.1,6,141316,3.718083,41.185382,819.00,819,819,1.53
8192,normkv,0.2,6,141316,3.464254,31.952611,1638.00,1638,1638,1.54
8192,normkv,0.5,6,141316,2.847045,17.236771,4096.00,4096,4096,1.59
8192,tova,0.05,6,141316,2.571399,13.084113,410.00,410,410,1.55
8192,tova,0.1,6,141316,2.508289,12.283893,819.00,819,819,1.56
8192,tova,0.2,6,141316,2.443044,11.508015,1638.00,1638,1638,1.57
8192,tova,0.5,6,141316,2.388741,10.899768,4096.00,4096,4096,1.62
8192,random,0.05,6,141316,4.577116,97.233523,410.00,410,410,1.52
8192,random,0.1,6,141316,4.199363,66.643881,819.00,819,819,1.53
8192,random,0.2,6,141316,3.207913,24.727436,1638.00,1638,1638,1.54
8192,random,0.5,6,141316,2.681890,14.612685,4096.00,4096,4096,1.59
8192,full,1.0,6,141316,2.389521,10.908269,8192.00,8192,8192,1.66
8192,snapkv,0.05,7,147810,2.087975,8.068556,410.00,410,410,2.38
8192,snapkv,0.1,7,147810,1.996396,7.362471,819.00,819,819,1.57
8192,snapkv,0.2,7,147810,1.944894,6.992894,1638.00,1638,1638,1.59
8192,snapkv,0.5,7,147810,1.931771,6.901724,4096.00,4096,4096,1.64
8192,sink_window,0.05,7,147810,2.136910,8.473217,410.00,410,410,1.52
8192,sink_window,0.1,7,147810,2.060193,7.847481,819.00,819,819,1.53
8192,sink_window,0.2,7,147810,1.955808,7.069632,1638.00,1638,1638,1.54
8192,sink_window,0.5,7,147810,1.935992,6.930918,4096.00,4096,4096,1.59
8192,recency,0.05,7,147810,3.785783,44.070177,410.00,410,410,1.52
8192,recency,0.1,7,147810,3.515452,33.631115,819.00,819,819,1.53
8192,recency,0.2,7,147810,3.215342,24.911805,1638.00,1638,1638,1.54
8192,recency,0.5,7,147810,2.440565,11.479521,4096.00,4096,4096,1.59
8192,pyramidkv,0.05,7,147810,2.174583,8.798513,410.00,51,769,1.57
8192,pyramidkv,0.1,7,147810,2.106397,8.218576,819.00,71,1567,1.58
8192,pyramidkv,0.2,7,147810,2.053266,7.793311,1638.00,112,3164,1.59
8192,pyramidkv,0.5,7,147810,1.964892,7.134141,4096.00,235,7957,1.64
8192,normkv,0.05,7,147810,2.927101,18.673425,410.00,410,410,1.53
8192,normkv,0.1,7,147810,2.772364,15.996411,819.00,819,819,1.53
8192,normkv,0.2,7,147810,2.595183,13.399035,1638.00,1638,1638,1.55
8192,normkv,0.5,7,147810,2.185160,8.892073,4096.00,4096,4096,1.59
8192,tova,0.05,7,147810,2.185252,8.892887,410.00,410,410,1.55
8192,tova,0.1,7,147810,2.088862,8.075717,819.00,819,819,1.56
8192,tova,0.2,7,147810,1.995718,7.357486,1638.00,1638,1638,1.57
8192,tova,0.5,7,147810,1.960786,7.104908,4096.00,4096,4096,1.62
8192,random,0.05,7,147810,3.915013,50.149703,410.00,410,410,1.52
8192,random,0.1,7,147810,4.211446,67.453995,819.00,819,819,1.53
8192,random,0.2,7,147810,3.246784,25.707531,1638.00,1638,1638,1.54
8192,random,0.5,7,147810,2.085109,8.045465,4096.00,4096,4096,1.59
8192,full,1.0,7,147810,1.936888,6.937131,8192.00,8192,8192,1.66
8192,snapkv,0.05,8,150158,2.263343,9.615175,410.00,410,410,2.39
8192,snapkv,0.1,8,150158,2.190252,8.937461,819.00,819,819,1.58
8192,snapkv,0.2,8,150158,2.154153,8.620586,1638.00,1638,1638,1.59
8192,snapkv,0.5,8,150158,2.140226,8.501358,4096.00,4096,4096,1.64
8192,sink_window,0.05,8,150158,2.300085,9.975026,410.00,410,410,1.53
8192,sink_window,0.1,8,150158,2.191776,8.951092,819.00,819,819,1.52
8192,sink_window,0.2,8,150158,2.169208,8.751351,1638.00,1638,1638,1.54
8192,sink_window,0.5,8,150158,2.168361,8.743938,4096.00,4096,4096,1.59
8192,recency,0.05,8,150158,4.284728,72.582805,410.00,410,410,1.52
8192,recency,0.1,8,150158,4.145183,63.129149,819.00,819,819,1.53
8192,recency,0.2,8,150158,2.918382,18.511315,1638.00,1638,1638,1.54
8192,recency,0.5,8,150158,3.015145,20.392054,4096.00,4096,4096,1.59
8192,pyramidkv,0.05,8,150158,2.321010,10.185961,410.00,51,769,1.57
8192,pyramidkv,0.1,8,150158,2.229066,9.291183,819.00,71,1567,1.58
8192,pyramidkv,0.2,8,150158,2.201021,9.034232,1638.00,112,3164,1.59
8192,pyramidkv,0.5,8,150158,2.155199,8.629604,4096.00,235,7957,1.64
8192,normkv,0.05,8,150158,3.522815,33.879649,410.00,410,410,1.53
8192,normkv,0.1,8,150158,3.329745,27.931220,819.00,819,819,1.54
8192,normkv,0.2,8,150158,3.184366,24.151959,1638.00,1638,1638,1.55
8192,normkv,0.5,8,150158,2.759616,15.793783,4096.00,4096,4096,1.59
8192,tova,0.05,8,150158,2.214488,9.156718,410.00,410,410,1.55
8192,tova,0.1,8,150158,2.140495,8.503646,819.00,819,819,1.56
8192,tova,0.2,8,150158,2.129618,8.411654,1638.00,1638,1638,1.58
8192,tova,0.5,8,150158,2.138481,8.486534,4096.00,4096,4096,1.62
8192,random,0.05,8,150158,5.010173,149.930720,410.00,410,410,1.52
8192,random,0.1,8,150158,3.346165,28.393640,819.00,819,819,1.53
8192,random,0.2,8,150158,3.466006,32.008630,1638.00,1638,1638,1.55
8192,random,0.5,8,150158,2.413506,11.173066,4096.00,4096,4096,1.59
8192,full,1.0,8,150158,2.150347,8.587834,8192.00,8192,8192,1.66
8192,snapkv,0.05,9,154521,2.146604,8.555754,410.00,410,410,2.39
8192,snapkv,0.1,9,154521,2.054655,7.804144,819.00,819,819,1.58
8192,snapkv,0.2,9,154521,2.008226,7.450090,1638.00,1638,1638,1.59
8192,snapkv,0.5,9,154521,1.981386,7.252791,4096.00,4096,4096,1.64
8192,sink_window,0.05,9,154521,2.132055,8.432178,410.00,410,410,1.53
8192,sink_window,0.1,9,154521,2.037974,7.675041,819.00,819,819,1.53
8192,sink_window,0.2,9,154521,1.949231,7.023286,1638.00,1638,1638,1.54
8192,sink_window,0.5,9,154521,1.960884,7.105608,4096.00,4096,4096,1.59
8192,recency,0.05,9,154521,3.904302,49.615430,410.00,410,410,1.52
8192,recency,0.1,9,154521,2.699676,14.874905,819.00,819,819,1.54
8192,recency,0.2,9,154521,3.669426,39.229390,1638.00,1638,1638,1.54
8192,recency,0.5,9,154521,2.402082,11.046148,4096.00,4096,4096,1.59
8192,pyramidkv,0.05,9,154521,2.158618,8.659164,410.00,51,769,1.57
8192,pyramidkv,0.1,9,154521,2.163316,8.699943,819.00,71,1567,1.58
8192,pyramidkv,0.2,9,154521,2.057325,7.825011,1638.00,112,3164,1.60
8192,pyramidkv,0.5,9,154521,1.998486,7.377874,4096.00,235,7957,1.65
8192,normkv,0.05,9,154521,3.436017,31.062974,410.00,410,410,1.53
8192,normkv,0.1,9,154521,3.251953,25.840767,819.00,819,819,1.54
8192,normkv,0.2,9,154521,2.939325,18.903089,1638.00,1638,1638,1.56
8192,normkv,0.5,9,154521,2.400803,11.032033,4096.00,4096,4096,1.60
8192,tova,0.05,9,154521,2.101258,8.176446,410.00,410,410,1.55
8192,tova,0.1,9,154521,2.052389,7.786484,819.00,819,819,1.56
8192,tova,0.2,9,154521,2.006613,7.438086,1638.00,1638,1638,1.58
8192,tova,0.5,9,154521,1.973463,7.195553,4096.00,4096,4096,1.62
8192,random,0.05,9,154521,4.562788,95.850339,410.00,410,410,1.53
8192,random,0.1,9,154521,5.186818,178.898414,819.00,819,819,1.53
8192,random,0.2,9,154521,3.804146,44.886903,1638.00,1638,1638,1.55
8192,random,0.5,9,154521,2.317395,10.149206,4096.00,4096,4096,1.60
8192,full,1.0,9,154521,1.979293,7.237625,8192.00,8192,8192,1.66
8192,snapkv,0.05,10,157025,2.625591,13.812739,410.00,410,410,2.39
8192,snapkv,0.1,10,157025,2.587794,13.300399,819.00,819,819,1.57
8192,snapkv,0.2,10,157025,2.554503,12.864901,1638.00,1638,1638,1.59
8192,snapkv,0.5,10,157025,2.552023,12.833044,4096.00,4096,4096,1.64
8192,sink_window,0.05,10,157025,2.621915,13.762054,410.00,410,410,1.52
8192,sink_window,0.1,10,157025,2.585099,13.264608,819.00,819,819,1.52
8192,sink_window,0.2,10,157025,2.553281,12.849188,1638.00,1638,1638,1.53
8192,sink_window,0.5,10,157025,2.552490,12.839033,4096.00,4096,4096,1.59
8192,recency,0.05,10,157025,4.959746,142.557565,410.00,410,410,1.52
8192,recency,0.1,10,157025,4.739751,114.405750,819.00,819,819,1.52
8192,recency,0.2,10,157025,3.282065,26.630700,1638.00,1638,1638,1.53
8192,recency,0.5,10,157025,3.315317,27.531131,4096.00,4096,4096,1.58
8192,pyramidkv,0.05,10,157025,2.685945,14.672057,410.00,51,769,1.56
8192,pyramidkv,0.1,10,157025,2.576291,13.148279,819.00,71,1567,1.57
8192,pyramidkv,0.2,10,157025,2.564302,12.991590,1638.00,112,3164,1.59
8192,pyramidkv,0.5,10,157025,2.546723,12.765208,4096.00,235,7957,1.64
8192,normkv,0.05,10,157025,4.273945,71.804335,410.00,410,410,1.52
8192,normkv,0.1,10,157025,4.012902,55.307154,819.00,819,819,1.53
8192,normkv,0.2,10,157025,3.727058,41.556676,1638.00,1638,1638,1.55
8192,normkv,0.5,10,157025,3.114610,22.524654,4096.00,4096,4096,1.59
8192,tova,0.05,10,157025,2.657673,14.263065,410.00,410,410,1.55
8192,tova,0.1,10,157025,2.595043,13.397169,819.00,819,819,1.56
8192,tova,0.2,10,157025,2.562465,12.967740,1638.00,1638,1638,1.57
8192,tova,0.5,10,157025,2.557217,12.899865,4096.00,4096,4096,1.61
8192,random,0.05,10,157025,4.874175,130.866091,410.00,410,410,1.52
8192,random,0.1,10,157025,5.126606,168.444444,819.00,819,819,1.53
8192,random,0.2,10,157025,3.466462,32.023233,1638.00,1638,1638,1.54
8192,random,0.5,10,157025,2.835931,17.046268,4096.00,4096,4096,1.59
8192,full,1.0,10,157025,2.559333,12.927187,8192.00,8192,8192,1.65
8192,snapkv,0.05,11,161127,1.860202,6.425035,410.00,410,410,2.37
8192,snapkv,0.1,11,161127,1.629271,5.100154,819.00,819,819,1.56
8192,snapkv,0.2,11,161127,1.519888,4.571713,1638.00,1638,1638,1.58
8192,snapkv,0.5,11,161127,1.403294,4.068580,4096.00,4096,4096,1.62
8192,sink_window,0.05,11,161127,1.606905,4.987353,410.00,410,410,1.51
8192,sink_window,0.1,11,161127,1.484229,4.411565,819.00,819,819,1.51
8192,sink_window,0.2,11,161127,1.438407,4.213977,1638.00,1638,1638,1.53
8192,sink_window,0.5,11,161127,1.381709,3.981700,4096.00,4096,4096,1.57
8192,recency,0.05,11,161127,3.571843,35.582099,410.00,410,410,1.50
8192,recency,0.1,11,161127,2.808018,16.577025,819.00,819,819,1.52
8192,recency,0.2,11,161127,1.744913,5.725403,1638.00,1638,1638,1.53
8192,recency,0.5,11,161127,1.573066,4.821410,4096.00,4096,4096,1.57
8192,pyramidkv,0.05,11,161127,1.914696,6.784877,410.00,51,769,1.55
8192,pyramidkv,0.1,11,161127,1.766501,5.850348,819.00,71,1567,1.56
8192,pyramidkv,0.2,11,161127,1.648361,5.198454,1638.00,112,3164,1.58
8192,pyramidkv,0.5,11,161127,1.509787,4.525767,4096.00,235,7957,1.63
8192,normkv,0.05,11,161127,2.527997,12.528381,410.00,410,410,1.51
8192,normkv,0.1,11,161127,2.345101,10.434330,819.00,819,819,1.53
8192,normkv,0.2,11,161127,2.271172,9.690752,1638.00,1638,1638,1.54
8192,normkv,0.5,11,161127,1.646944,5.191094,4096.00,4096,4096,1.57
8192,tova,0.05,11,161127,1.872713,6.505923,410.00,410,410,1.54
8192,tova,0.1,11,161127,1.704754,5.500031,819.00,819,819,1.54
8192,tova,0.2,11,161127,1.560130,4.759441,1638.00,1638,1638,1.56
8192,tova,0.5,11,161127,1.412729,4.107147,4096.00,4096,4096,1.60
8192,random,0.05,11,161127,3.184619,24.158093,410.00,410,410,1.50
8192,random,0.1,11,161127,2.637548,13.978888,819.00,819,819,1.51
8192,random,0.2,11,161127,2.091451,8.096656,1638.00,1638,1638,1.54
8192,random,0.5,11,161127,1.437158,4.208716,4096.00,4096,4096,1.57
8192,full,1.0,11,161127,1.384344,3.992207,8192.00,8192,8192,1.64
8192,snapkv,0.05,12,191861,2.569398,13.057960,410.00,410,410,2.34
8192,snapkv,0.1,12,191861,2.525926,12.502469,819.00,819,819,1.54
8192,snapkv,0.2,12,191861,2.533185,12.593553,1638.00,1638,1638,1.56
