L,method,budget,anchor_idx,anchor_offset,nll,ppl,kept_mean,kept_min,kept_max,seconds
4096,normkv,0.05,15,236080,3.412432,30.338945,205.00,205,205,0.79
4096,normkv,0.1,15,236080,4.124971,61.866010,410.00,410,410,0.79
4096,normkv,0.2,15,236080,3.074232,21.633253,819.00,819,819,0.80
4096,normkv,0.5,15,236080,2.925555,18.644566,2048.00,2048,2048,0.82
4096,tova,0.05,15,236080,2.639457,14.005600,205.00,205,205,0.80
4096,tova,0.1,15,236080,2.592447,13.362427,410.00,410,410,0.81
4096,tova,0.2,15,236080,2.551092,12.821102,819.00,819,819,0.81
4096,tova,0.5,15,236080,2.476702,11.901952,2048.00,2048,2048,0.84
4096,random,0.05,15,236080,4.069702,58.539496,205.00,205,205,0.79
4096,random,0.1,15,236080,4.891550,133.159820,410.00,410,410,0.79
4096,random,0.2,15,236080,4.700004,109.947623,819.00,819,819,0.80
4096,random,0.5,15,236080,2.997426,20.033894,2048.00,2048,2048,0.82
4096,full,1.0,15,236080,2.428447,11.341250,4096.00,4096,4096,0.86
4096,snapkv,0.05,16,272622,2.384499,10.853627,205.00,205,205,1.20
4096,snapkv,0.1,16,272622,2.271192,9.690946,410.00,410,410,0.81
4096,snapkv,0.2,16,272622,2.243704,9.428185,819.00,819,819,0.82
4096,snapkv,0.5,16,272622,2.225568,9.258741,2048.00,2048,2048,0.84
4096,sink_window,0.05,16,272622,2.365873,10.653339,205.00,205,205,0.79
4096,sink_window,0.1,16,272622,2.345990,10.443604,410.00,410,410,0.78
4096,sink_window,0.2,16,272622,2.307621,10.050481,819.00,819,819,0.79
4096,sink_window,0.5,16,272622,2.222017,9.225923,2048.00,2048,2048,0.81
4096,recency,0.05,16,272622,4.366194,78.743383,205.00,205,205,0.79
4096,recency,0.1,16,272622,4.348536,77.365119,410.00,410,410,0.79
4096,recency,0.2,16,272622,4.278019,72.097504,819.00,819,819,0.79
4096,recency,0.5,16,272622,4.125650,61.908062,2048.00,2048,2048,0.81
4096,pyramidkv,0.05,16,272622,2.402803,11.054117,205.00,41,369,0.81
4096,pyramidkv,0.1,16,272622,2.348308,10.467847,410.00,51,769,0.81
4096,pyramidkv,0.2,16,272622,2.303161,10.005762,819.00,71,1567,0.82
4096,pyramidkv,0.5,16,272622,2.267717,9.657327,2048.00,133,3963,0.84
4096,normkv,0.05,16,272622,3.970511,53.011623,205.00,205,205,0.79
4096,normkv,0.1,16,272622,3.762085,43.038065,410.00,410,410,0.79
4096,normkv,0.2,16,272622,2.724227,15.244621,819.00,819,819,0.80
4096,normkv,0.5,16,272622,2.524661,12.486662,2048.00,2048,2048,0.82
4096,tova,0.05,16,272622,2.350648,10.492363,205.00,205,205,0.80
4096,tova,0.1,16,272622,2.243440,9.425699,410.00,410,410,0.80
4096,tova,0.2,16,272622,2.189897,8.934289,819.00,819,819,0.81
4096,tova,0.5,16,272622,2.177158,8.821202,2048.00,2048,2048,0.84
4096,random,0.05,16,272622,3.963581,52.645517,205.00,205,205,0.79
4096,random,0.1,16,272622,3.678428,39.584107,410.00,410,410,0.79
4096,random,0.2,16,272622,3.829331,46.031751,819.00,819,819,0.80
4096,random,0.5,16,272622,2.789547,16.273653,2048.00,2048,2048,0.82
4096,full,1.0,16,272622,2.191617,8.949671,4096.00,4096,4096,0.86
4096,snapkv,0.05,17,278283,1.483546,4.408550,205.00,205,205,1.20
4096,snapkv,0.1,17,278283,1.356427,3.882296,410.00,410,410,0.82
4096,snapkv,0.2,17,278283,1.275393,3.580108,819.00,819,819,0.83
4096,snapkv,0.5,17,278283,1.238190,3.449364,2048.00,2048,2048,0.85
4096,sink_window,0.05,17,278283,1.454419,4.281993,205.00,205,205,0.79
4096,sink_window,0.1,17,278283,1.349427,3.855214,410.00,410,410,0.79
4096,sink_window,0.2,17,278283,1.333182,3.793094,819.00,819,819,0.80
4096,sink_window,0.5,17,278283,1.266997,3.550175,2048.00,2048,2048,0.82
4096,recency,0.05,17,278283,3.370318,29.087781,205.00,205,205,0.79
4096,recency,0.1,17,278283,2.980478,19.697221,410.00,410,410,0.79
4096,recency,0.2,17,278283,2.775018,16.038923,819.00,819,819,0.80
4096,recency,0.5,17,278283,2.485374,12.005612,2048.00,2048,2048,0.82
4096,pyramidkv,0.05,17,278283,1.519084,4.568037,205.00,41,369,0.82
4096,pyramidkv,0.1,17,278283,1.446126,4.246632,410.00,51,769,0.82
4096,pyramidkv,0.2,17,278283,1.334206,3.796978,819.00,71,1567,0.83
4096,pyramidkv,0.5,17,278283,1.251781,3.496565,2048.00,133,3963,0.85
4096,normkv,0.05,17,278283,2.422598,11.275110,205.00,205,205,0.79
4096,normkv,0.1,17,278283,2.252533,9.511796,410.00,410,410,0.80
4096,normkv,0.2,17,278283,1.987144,7.294668,819.00,819,819,0.81
4096,normkv,0.5,17,278283,1.644219,5.176967,2048.00,2048,2048,0.83
4096,tova,0.05,17,278283,1.446420,4.247878,205.00,205,205,0.81
4096,tova,0.1,17,278283,1.352944,3.868797,410.00,410,410,0.81
4096,tova,0.2,17,278283,1.277105,3.586244,819.00,819,819,0.82
4096,tova,0.5,17,278283,1.236946,3.445075,2048.00,2048,2048,0.84
4096,random,0.05,17,278283,3.040843,20.922884,205.00,205,205,0.79
4096,random,0.1,17,278283,2.563547,12.981781,410.00,410,410,0.80
4096,random,0.2,17,278283,2.253448,9.520508,819.00,819,819,0.80
4096,random,0.5,17,278283,1.441907,4.228752,2048.00,2048,2048,0.83
4096,full,1.0,17,278283,1.232035,3.428199,4096.00,4096,4096,0.86
4096,snapkv,0.05,18,289343,2.352030,10.506880,205.00,205,205,1.21
4096,snapkv,0.1,18,289343,2.348159,10.466284,410.00,410,410,0.82
4096,snapkv,0.2,18,289343,2.343369,10.416270,819.00,819,819,0.83
4096,snapkv,0.5,18,289343,2.231812,9.316730,2048.00,2048,2048,0.85
4096,sink_window,0.05,18,289343,2.388498,10.897118,205.00,205,205,0.80
4096,sink_window,0.1,18,289343,2.236729,9.362657,410.00,410,410,0.80
4096,sink_window,0.2,18,289343,2.225070,9.254128,819.00,819,819,0.81
4096,sink_window,0.5,18,289343,2.231331,9.312253,2048.00,2048,2048,0.83
4096,recency,0.05,18,289343,4.536131,93.329002,205.00,205,205,0.80
4096,recency,0.1,18,289343,4.424297,83.454146,410.00,410,410,0.80
4096,recency,0.2,18,289343,4.319329,75.138213,819.00,819,819,0.81
4096,recency,0.5,18,289343,3.819555,45.583921,2048.00,2048,2048,0.83
4096,pyramidkv,0.05,18,289343,2.392825,10.944367,205.00,41,369,0.82
4096,pyramidkv,0.1,18,289343,2.398933,11.011420,410.00,51,769,0.83
4096,pyramidkv,0.2,18,289343,2.408331,11.115398,819.00,71,1567,0.83
4096,pyramidkv,0.5,18,289343,2.255724,9.542203,2048.00,133,3963,0.85
4096,normkv,0.05,18,289343,3.984687,53.768437,205.00,205,205,0.80
4096,normkv,0.1,18,289343,3.889272,48.875314,410.00,410,410,0.81
4096,normkv,0.2,18,289343,3.363035,28.876691,819.00,819,819,0.81
4096,normkv,0.5,18,289343,2.641748,14.037719,2048.00,2048,2048,0.83
4096,tova,0.05,18,289343,2.396511,10.984782,205.00,205,205,0.81
4096,tova,0.1,18,289343,2.348111,10.465785,410.00,410,410,0.82
4096,tova,0.2,18,289343,2.298055,9.954806,819.00,819,819,0.82
4096,tova,0.5,18,289343,2.191122,8.945242,2048.00,2048,2048,0.84
4096,random,0.05,18,289343,4.484113,88.598306,205.00,205,205,0.80
4096,random,0.1,18,289343,4.968618,143.827968,410.00,410,410,0.80
4096,random,0.2,18,289343,2.924866,18.631737,819.00,819,819,0.81
4096,random,0.5,18,289343,2.352294,10.509648,2048.00,2048,2048,0.83
4096,full,1.0,18,289343,2.171911,8.775037,4096.00,4096,4096,0.86
4096,snapkv,0.05,19,290956,2.335747,10.337184,205.00,205,205,1.21
4096,snapkv,0.1,19,290956,2.322061,10.196669,410.00,410,410,0.82
4096,snapkv,0.2,19,290956,2.315506,10.130050,819.00,819,819,0.83
4096,snapkv,0.5,19,290956,2.317031,10.145507,2048.00,2048,2048,0.85
4096,sink_window,0.05,19,290956,2.360826,10.599706,205.00,205,205,0.80
4096,sink_window,0.1,19,290956,2.342997,10.412399,410.00,410,410,0.80
4096,sink_window,0.2,19,290956,2.337345,10.353712,819.00,819,819,0.81
4096,sink_window,0.5,19,290956,2.328466,10.262192,2048.00,2048,2048,0.83
4096,recency,0.05,19,290956,4.300723,73.753068,205.00,205,205,0.80
4096,recency,0.1,19,290956,3.214355,24.887246,410.00,410,410,0.80
4096,recency,0.2,19,290956,3.185979,24.190957,819.00,819,819,0.81
4096,recency,0.5,19,290956,2.871619,17.665595,2048.00,2048,2048,0.83
4096,pyramidkv,0.05,19,290956,2.357671,10.566317,205.00,41,369,0.82
4096,pyramidkv,0.1,19,290956,2.335932,10.339087,410.00,51,769,0.82
4096,pyramidkv,0.2,19,290956,2.313682,10.111590,819.00,71,1567,0.83
4096,pyramidkv,0.5,19,290956,2.310394,10.078398,2048.00,133,3963,0.86
4096,normkv,0.05,19,290956,3.445291,31.352400,205.00,205,205,0.80
4096,normkv,0.1,19,290956,3.245748,25.680907,410.00,410,410,0.80
4096,normkv,0.2,19,290956,3.324594,27.787722,819.00,819,819,0.81
4096,normkv,0.5,19,290956,2.969540,19.482962,2048.00,2048,2048,0.83
4096,tova,0.05,19,290956,2.358392,10.573937,205.00,205,205,0.81
4096,tova,0.1,19,290956,2.329027,10.267945,410.00,410,410,0.82
4096,tova,0.2,19,290956,2.317567,10.150946,819.00,819,819,0.83
4096,tova,0.5,19,290956,2.314279,10.117629,2048.00,2048,2048,0.84
4096,random,0.05,19,290956,4.338278,76.575585,205.00,205,205,0.80
4096,random,0.1,19,290956,4.906253,135.132170,410.00,410,410,0.80
4096,random,0.2,19,290956,3.448866,31.464680,819.00,819,819,0.81
4096,random,0.5,19,290956,2.455105,11.647652,2048.00,2048,2048,0.83
4096,full,1.0,19,290956,2.328084,10.258265,4096.00,4096,4096,0.87
