L,method,budget,anchor_idx,anchor_offset,nll,ppl,kept_mean,kept_min,kept_max,seconds
4096,snapkv,0.2,1,23580,1.832150,6.247304,819.00,819,819,0.52
4096,snapkv,0.5,1,23580,1.802619,6.065511,2048.00,2048,2048,0.54
4096,sink_window,0.05,1,23580,2.004503,7.422404,205.00,205,205,0.50
4096,sink_window,0.1,1,23580,1.914551,6.783889,410.00,410,410,0.50
4096,sink_window,0.2,1,23580,1.871984,6.501181,819.00,819,819,0.50
4096,sink_window,0.5,1,23580,1.838576,6.287577,2048.00,2048,2048,0.51
4096,recency,0.05,1,23580,6.300937,545.082509,205.00,205,205,0.49
4096,recency,0.1,1,23580,6.036998,418.634520,410.00,410,410,0.50
4096,recency,0.2,1,23580,5.741365,311.489290,819.00,819,819,0.51
4096,recency,0.5,1,23580,5.459542,234.989727,2048.00,2048,2048,0.52
4096,pyramidkv,0.05,1,23580,1.928115,6.876533,205.00,41,369,0.51
4096,pyramidkv,0.1,1,23580,1.890036,6.619608,410.00,51,769,0.51
4096,pyramidkv,0.2,1,23580,1.864759,6.454382,819.00,71,1567,0.52
4096,pyramidkv,0.5,1,23580,1.815237,6.142533,2048.00,133,3963,0.55
4096,normkv,0.05,1,23580,1.999222,7.383311,205.00,205,205,0.50
4096,normkv,0.1,1,23580,1.948264,7.016493,410.00,410,410,0.50
4096,normkv,0.2,1,23580,1.912472,6.769804,819.00,819,819,0.50
4096,normkv,0.5,1,23580,1.843235,6.316940,2048.00,2048,2048,0.52
4096,tova,0.05,1,23580,1.927300,6.870935,205.00,205,205,0.51
4096,tova,0.1,1,23580,1.888867,6.611873,410.00,410,410,0.51
4096,tova,0.2,1,23580,1.855536,6.395126,819.00,819,819,0.52
4096,tova,0.5,1,23580,1.801505,6.058759,2048.00,2048,2048,0.53
4096,random,0.05,1,23580,7.098777,1210.486101,205.00,205,205,0.49
4096,random,0.1,1,23580,6.606705,740.040703,410.00,410,410,0.50
4096,random,0.2,1,23580,7.102319,1214.781180,819.00,819,819,0.50
4096,random,0.5,1,23580,4.448264,85.478394,2048.00,2048,2048,0.52
4096,full,1.0,1,23580,1.784821,5.958514,4096.00,4096,4096,0.55
4096,snapkv,0.05,2,32267,1.551713,4.719547,205.00,205,205,1.06
4096,snapkv,0.1,2,32267,1.520770,4.575749,410.00,410,410,0.52
4096,snapkv,0.2,2,32267,1.507246,4.514281,819.00,819,819,0.53
4096,snapkv,0.5,2,32267,1.494840,4.458623,2048.00,2048,2048,0.55
4096,sink_window,0.05,2,32267,1.679582,5.363314,205.00,205,205,0.50
4096,sink_window,0.1,2,32267,1.556083,4.740216,410.00,410,410,0.51
4096,sink_window,0.2,2,32267,1.519504,4.569959,819.00,819,819,0.51
4096,sink_window,0.5,2,32267,1.495169,4.460090,2048.00,2048,2048,0.52
4096,recency,0.05,2,32267,6.537135,690.305772,205.00,205,205,0.50
4096,recency,0.1,2,32267,5.808156,333.004662,410.00,410,410,0.50
4096,recency,0.2,2,32267,5.692865,296.742540,819.00,819,819,0.51
4096,recency,0.5,2,32267,5.506203,246.214517,2048.00,2048,2048,0.53
4096,pyramidkv,0.05,2,32267,1.588073,4.894307,205.00,41,369,0.52
4096,pyramidkv,0.1,2,32267,1.540487,4.666864,410.00,51,769,0.52
4096,pyramidkv,0.2,2,32267,1.522161,4.582114,819.00,71,1567,0.53
4096,pyramidkv,0.5,2,32267,1.498673,4.475747,2048.00,133,3963,0.55
4096,normkv,0.05,2,32267,1.767154,5.854170,205.00,205,205,0.51
4096,normkv,0.1,2,32267,1.686895,5.402677,410.00,410,410,0.51
4096,normkv,0.2,2,32267,1.628288,5.095144,819.00,819,819,0.51
4096,normkv,0.5,2,32267,1.529019,4.613649,2048.00,2048,2048,0.53
4096,tova,0.05,2,32267,1.558926,4.753711,205.00,205,205,0.51
4096,tova,0.1,2,32267,1.529194,4.614457,410.00,410,410,0.52
4096,tova,0.2,2,32267,1.505005,4.504175,819.00,819,819,0.53
4096,tova,0.5,2,32267,1.490240,4.438159,2048.00,2048,2048,0.54
4096,random,0.05,2,32267,6.512340,673.400379,205.00,205,205,0.50
4096,random,0.1,2,32267,6.943977,1036.885595,410.00,410,410,0.50
4096,random,0.2,2,32267,7.023336,1122.525048,819.00,819,819,0.51
4096,random,0.5,2,32267,5.609781,273.084368,2048.00,2048,2048,0.53
4096,full,1.0,2,32267,1.491723,4.444749,4096.00,4096,4096,0.56
4096,snapkv,0.05,3,40639,1.793560,6.010813,205.00,205,205,1.08
4096,snapkv,0.1,3,40639,1.772148,5.883479,410.00,410,410,0.54
4096,snapkv,0.2,3,40639,1.742613,5.712253,819.00,819,819,0.54
4096,snapkv,0.5,3,40639,1.690082,5.419925,2048.00,2048,2048,0.56
4096,sink_window,0.05,3,40639,1.851347,6.368391,205.00,205,205,0.51
4096,sink_window,0.1,3,40639,1.857052,6.404830,410.00,410,410,0.51
4096,sink_window,0.2,3,40639,1.841483,6.305885,819.00,819,819,0.52
4096,sink_window,0.5,3,40639,1.720286,5.586129,2048.00,2048,2048,0.54
4096,recency,0.05,3,40639,6.520953,679.225176,205.00,205,205,0.51
4096,recency,0.1,3,40639,6.085893,439.612069,410.00,410,410,0.51
4096,recency,0.2,3,40639,5.876898,356.701140,819.00,819,819,0.52
4096,recency,0.5,3,40639,5.409466,223.512260,2048.00,2048,2048,0.54
4096,pyramidkv,0.05,3,40639,1.819374,6.167997,205.00,41,369,0.53
4096,pyramidkv,0.1,3,40639,1.782843,5.946739,410.00,51,769,0.54
4096,pyramidkv,0.2,3,40639,1.758565,5.804103,819.00,71,1567,0.54
4096,pyramidkv,0.5,3,40639,1.703187,5.491423,2048.00,133,3963,0.57
4096,normkv,0.05,3,40639,1.821155,6.178991,205.00,205,205,0.52
4096,normkv,0.1,3,40639,1.784985,5.959492,410.00,410,410,0.52
4096,normkv,0.2,3,40639,1.761300,5.819996,819.00,819,819,0.53
4096,normkv,0.5,3,40639,1.691380,5.426964,2048.00,2048,2048,0.55
4096,tova,0.05,3,40639,1.814400,6.137392,205.00,205,205,0.53
4096,tova,0.1,3,40639,1.778680,5.922035,410.00,410,410,0.54
4096,tova,0.2,3,40639,1.717913,5.572887,819.00,819,819,0.54
4096,tova,0.5,3,40639,1.685570,5.395524,2048.00,2048,2048,0.56
4096,random,0.05,3,40639,6.460422,639.330822,205.00,205,205,0.51
4096,random,0.1,3,40639,5.987073,398.247401,410.00,410,410,0.52
4096,random,0.2,3,40639,5.255105,191.541692,819.00,819,819,0.53
4096,random,0.5,3,40639,4.293313,73.208609,2048.00,2048,2048,0.55
4096,full,1.0,3,40639,1.668714,5.305339,4096.00,4096,4096,0.57
4096,snapkv,0.05,4,79759,2.234951,9.346029,205.00,205,205,1.09
4096,snapkv,0.1,4,79759,2.206952,9.087973,410.00,410,410,0.53
4096,snapkv,0.2,4,79759,2.204003,9.061214,819.00,819,819,0.54
4096,snapkv,0.5,4,79759,2.204835,9.068752,2048.00,2048,2048,0.56
4096,sink_window,0.05,4,79759,2.265529,9.636220,205.00,205,205,0.51
4096,sink_window,0.1,4,79759,2.231952,9.318034,410.00,410,410,0.51
4096,sink_window,0.2,4,79759,2.225191,9.255251,819.00,819,819,0.52
4096,sink_window,0.5,4,79759,2.204453,9.065296,2048.00,2048,2048,0.53
4096,recency,0.05,4,79759,6.957751,1051.266385,205.00,205,205,0.51
4096,recency,0.1,4,79759,6.790955,889.762939,410.00,410,410,0.51
4096,recency,0.2,4,79759,6.601563,736.245375,819.00,819,819,0.52
4096,recency,0.5,4,79759,6.391872,596.973026,2048.00,2048,2048,0.54
4096,pyramidkv,0.05,4,79759,2.255614,9.541146,205.00,41,369,0.53
4096,pyramidkv,0.1,4,79759,2.225425,9.257421,410.00,51,769,0.53
4096,pyramidkv,0.2,4,79759,2.220824,9.214923,819.00,71,1567,0.54
4096,pyramidkv,0.5,4,79759,2.208996,9.106565,2048.00,133,3963,0.56
4096,normkv,0.05,4,79759,2.439115,11.462895,205.00,205,205,0.51
4096,normkv,0.1,4,79759,2.393335,10.949952,410.00,410,410,0.52
4096,normkv,0.2,4,79759,2.329919,10.277110,819.00,819,819,0.52
4096,normkv,0.5,4,79759,2.234991,9.346394,2048.00,2048,2048,0.54
4096,tova,0.05,4,79759,2.261180,9.594403,205.00,205,205,0.53
4096,tova,0.1,4,79759,2.228917,9.289801,410.00,410,410,0.53
4096,tova,0.2,4,79759,2.217360,9.183051,819.00,819,819,0.54
4096,tova,0.5,4,79759,2.214733,9.158962,2048.00,2048,2048,0.55
4096,random,0.05,4,79759,7.785276,2404.930810,205.00,205,205,0.51
4096,random,0.1,4,79759,7.414055,1659.140325,410.00,410,410,0.51
4096,random,0.2,4,79759,7.154070,1279.302616,819.00,819,819,0.52
4096,random,0.5,4,79759,4.790452,120.355758,2048.00,2048,2048,0.54
4096,full,1.0,4,79759,2.201638,9.039806,4096.00,4096,4096,0.57
4096,snapkv,0.05,5,91542,2.516963,12.390911,205.00,205,205,1.08
4096,snapkv,0.1,5,91542,2.438594,11.456925,410.00,410,410,0.53
4096,snapkv,0.2,5,91542,2.339937,10.380585,819.00,819,819,0.54
4096,snapkv,0.5,5,91542,2.189363,8.929525,2048.00,2048,2048,0.56
4096,sink_window,0.05,5,91542,2.562537,12.968680,205.00,205,205,0.51
4096,sink_window,0.1,5,91542,2.482161,11.967098,410.00,410,410,0.52
4096,sink_window,0.2,5,91542,2.291323,9.888013,819.00,819,819,0.52
4096,sink_window,0.5,5,91542,2.192709,8.959451,2048.00,2048,2048,0.53
4096,recency,0.05,5,91542,6.548069,697.895236,205.00,205,205,0.51
4096,recency,0.1,5,91542,6.072429,433.733019,410.00,410,410,0.51
4096,recency,0.2,5,91542,5.638260,280.973368,819.00,819,819,0.52
4096,recency,0.5,5,91542,5.222960,185.482488,2048.00,2048,2048,0.54
4096,pyramidkv,0.05,5,91542,2.535941,12.628310,205.00,41,369,0.53
4096,pyramidkv,0.1,5,91542,2.460258,11.707835,410.00,51,769,0.53
4096,pyramidkv,0.2,5,91542,2.357354,10.562967,819.00,71,1567,0.54
4096,pyramidkv,0.5,5,91542,2.215061,9.161970,2048.00,133,3963,0.57
4096,normkv,0.05,5,91542,2.559149,12.924817,205.00,205,205,0.52
4096,normkv,0.1,5,91542,2.512124,12.331094,410.00,410,410,0.52
4096,normkv,0.2,5,91542,2.443049,11.508080,819.00,819,819,0.52
4096,normkv,0.5,5,91542,2.250306,9.490643,2048.00,2048,2048,0.54
4096,tova,0.05,5,91542,2.506018,12.256031,205.00,205,205,0.53
4096,tova,0.1,5,91542,2.452617,11.618712,410.00,410,410,0.53
4096,tova,0.2,5,91542,2.345078,10.434081,819.00,819,819,0.54
4096,tova,0.5,5,91542,2.200510,9.029613,2048.00,2048,2048,0.55
4096,random,0.05,5,91542,5.420773,226.053801,205.00,205,205,0.51
4096,random,0.1,5,91542,6.069997,432.679312,410.00,410,410,0.52
4096,random,0.2,5,91542,6.607488,740.620357,819.00,819,819,0.53
4096,random,0.5,5,91542,3.463894,31.941110,2048.00,2048,2048,0.55
4096,full,1.0,5,91542,2.145480,8.546144,4096.00,4096,4096,0.57
4096,snapkv,0.05,6,116438,1.995770,7.357868,205.00,205,205,1.11
4096,snapkv,0.1,6,116438,1.969041,7.163805,410.00,410,410,0.55
4096,snapkv,0.2,6,116438,1.960903,7.105744,819.00,819,819,0.55
4096,snapkv,0.5,6,116438,1.937484,6.941267,2048.00,2048,2048,0.57
4096,sink_window,0.05,6,116438,2.099988,8.166070,205.00,205,205,0.52
4096,sink_window,0.1,6,116438,2.064165,7.878714,410.00,410,410,0.52
4096,sink_window,0.2,6,116438,2.040059,7.691065,819.00,819,819,0.53
4096,sink_window,0.5,6,116438,2.003785,7.417079,2048.00,2048,2048,0.55
4096,recency,0.05,6,116438,6.635646,761.771272,205.00,205,205,0.52
4096,recency,0.1,6,116438,6.297586,543.258880,410.00,410,410,0.53
4096,recency,0.2,6,116438,6.044673,421.859974,819.00,819,819,0.53
4096,recency,0.5,6,116438,5.566885,261.617763,2048.00,2048,2048,0.55
4096,pyramidkv,0.05,6,116438,2.023891,7.567717,205.00,41,369,0.54
4096,pyramidkv,0.1,6,116438,2.002171,7.405117,410.00,51,769,0.55
4096,pyramidkv,0.2,6,116438,1.974837,7.205448,819.00,71,1567,0.55
4096,pyramidkv,0.5,6,116438,1.953452,7.052995,2048.00,133,3963,0.57
4096,normkv,0.05,6,116438,2.042523,7.710035,205.00,205,205,0.53
4096,normkv,0.1,6,116438,1.998085,7.374918,410.00,410,410,0.53
4096,normkv,0.2,6,116438,1.975929,7.213320,819.00,819,819,0.53
4096,normkv,0.5,6,116438,1.943388,6.982365,2048.00,2048,2048,0.55
4096,tova,0.05,6,116438,2.010056,7.463735,205.00,205,205,0.54
4096,tova,0.1,6,116438,1.980736,7.248077,410.00,410,410,0.54
4096,tova,0.2,6,116438,1.958564,7.089137,819.00,819,819,0.55
4096,tova,0.5,6,116438,1.944693,6.991485,2048.00,2048,2048,0.57
4096,random,0.05,6,116438,7.214723,1359.297240,205.00,205,205,0.52
4096,random,0.1,6,116438,7.114229,1229.335091,410.00,410,410,0.52
4096,random,0.2,6,116438,6.390146,595.943733,819.00,819,819,0.53
4096,random,0.5,6,116438,5.697743,298.193600,2048.00,2048,2048,0.55
4096,full,1.0,6,116438,1.933251,6.911942,4096.00,4096,4096,0.58
4096,snapkv,0.05,7,120973,2.413931,11.177819,205.00,205,205,1.10
4096,snapkv,0.1,7,120973,2.379493,10.799431,410.00,410,410,0.53
4096,snapkv,0.2,7,120973,2.336987,10.350000,819.00,819,819,0.55
4096,snapkv,0.5,7,120973,2.262149,9.603702,2048.00,2048,2048,0.57
4096,sink_window,0.05,7,120973,2.454099,11.635944,205.00,205,205,0.52
4096,sink_window,0.1,7,120973,2.444580,11.525706,410.00,410,410,0.52
4096,sink_window,0.2,7,120973,2.384695,10.855754,819.00,819,819,0.52
4096,sink_window,0.5,7,120973,2.328766,10.265263,2048.00,2048,2048,0.54
4096,recency,0.05,7,120973,5.685764,294.642958,205.00,205,205,0.52
4096,recency,0.1,7,120973,5.500443,244.800350,410.00,410,410,0.52
4096,recency,0.2,7,120973,5.402872,222.043123,819.00,819,819,0.53
4096,recency,0.5,7,120973,5.321739,204.739557,2048.00,2048,2048,0.55
4096,pyramidkv,0.05,7,120973,2.445815,11.539955,205.00,41,369,0.53
4096,pyramidkv,0.1,7,120973,2.405802,11.087324,410.00,51,769,0.54
4096,pyramidkv,0.2,7,120973,2.357409,10.563546,819.00,71,1567,0.55
4096,pyramidkv,0.5,7,120973,2.279193,9.768791,2048.00,133,3963,0.57
4096,normkv,0.05,7,120973,2.478676,11.925460,205.00,205,205,0.53
4096,normkv,0.1,7,120973,2.420761,11.254425,410.00,410,410,0.53
4096,normkv,0.2,7,120973,2.367162,10.667076,819.00,819,819,0.53
4096,normkv,0.5,7,120973,2.253729,9.523180,2048.00,2048,2048,0.55
4096,tova,0.05,7,120973,2.470440,11.827649,205.00,205,205,0.53
4096,tova,0.1,7,120973,2.430049,11.359435,410.00,410,410,0.54
4096,tova,0.2,7,120973,2.341897,10.400951,819.00,819,819,0.55
4096,tova,0.5,7,120973,2.262302,9.605172,2048.00,2048,2048,0.56
4096,random,0.05,7,120973,6.570840,713.969241,205.00,205,205,0.52
4096,random,0.1,7,120973,6.685498,800.709522,410.00,410,410,0.52
4096,random,0.2,7,120973,6.920620,1012.947792,819.00,819,819,0.53
4096,random,0.5,7,120973,5.961334,388.127630,2048.00,2048,2048,0.55
4096,full,1.0,7,120973,2.207930,9.096863,4096.00,4096,4096,0.57
4096,snapkv,0.05,8,126451,1.919568,6.818014,205.00,205,205,1.11
4096,snapkv,0.1,8,126451,1.885785,6.591530,410.00,410,410,0.54
4096,snapkv,0.2,8,126451,1.849270,6.355181,819.00,819,819,0.55
4096,snapkv,0.5,8,126451,1.840886,6.302118,2048.00,2048,2048,0.57
4096,sink_window,0.05,8,126451,2.140851,8.506678,205.00,205,205,0.52
4096,sink_window,0.1,8,126451,2.028728,7.604407,410.00,410,410,0.52
4096,sink_window,0.2,8,126451,1.935772,6.929394,819.00,819,819,0.52
4096,sink_window,0.5,8,126451,1.887475,6.602674,2048.00,2048,2048,0.54
4096,recency,0.05,8,126451,6.961781,1055.511777,205.00,205,205,0.52
4096,recency,0.1,8,126451,6.403495,603.952067,410.00,410,410,0.52
4096,recency,0.2,8,126451,6.060643,428.650851,819.00,819,819,0.53
4096,recency,0.5,8,126451,5.497719,244.134496,2048.00,2048,2048,0.54
4096,pyramidkv,0.05,8,126451,1.935162,6.925163,205.00,41,369,0.54
4096,pyramidkv,0.1,8,126451,1.885190,6.587607,410.00,51,769,0.54
4096,pyramidkv,0.2,8,126451,1.855342,6.393885,819.00,71,1567,0.55
4096,pyramidkv,0.5,8,126451,1.844579,6.325435,2048.00,133,3963,0.57
4096,normkv,0.05,8,126451,2.022008,7.553480,205.00,205,205,0.52
4096,normkv,0.1,8,126451,2.003029,7.411471,410.00,410,410,0.52
4096,normkv,0.2,8,126451,1.949454,7.024849,819.00,819,819,0.53
4096,normkv,0.5,8,126451,1.891247,6.627630,2048.00,2048,2048,0.55
4096,tova,0.05,8,126451,1.938728,6.949907,205.00,205,205,0.53
4096,tova,0.1,8,126451,1.892570,6.636405,410.00,410,410,0.53
4096,tova,0.2,8,126451,1.861239,6.431703,819.00,819,819,0.54
4096,tova,0.5,8,126451,1.841697,6.307233,2048.00,2048,2048,0.56
4096,random,0.05,8,126451,4.479347,88.177094,205.00,205,205,0.52
4096,random,0.1,8,126451,6.171248,478.783235,410.00,410,410,0.52
4096,random,0.2,8,126451,6.336531,564.833593,819.00,819,819,0.53
4096,random,0.5,8,126451,5.087631,162.005575,2048.00,2048,2048,0.55
4096,full,1.0,8,126451,1.837961,6.283715,4096.00,4096,4096,0.57
4096,snapkv,0.05,9,128138,1.744135,5.720949,205.00,205,205,1.11
4096,snapkv,0.1,9,128138,1.715233,5.557969,410.00,410,410,0.55
4096,snapkv,0.2,9,128138,1.700445,5.476383,819.00,819,819,0.56
4096,snapkv,0.5,9,128138,1.700329,5.475750,2048.00,2048,2048,0.58
4096,sink_window,0.05,9,128138,1.845124,6.328885,205.00,205,205,0.53
4096,sink_window,0.1,9,128138,1.789373,5.985697,410.00,410,410,0.53
4096,sink_window,0.2,9,128138,1.762165,5.825035,819.00,819,819,0.53
4096,sink_window,0.5,9,128138,1.752253,5.767581,2048.00,2048,2048,0.55
4096,recency,0.05,9,128138,6.305665,547.665674,205.00,205,205,0.52
4096,recency,0.1,9,128138,5.930020,376.162162,410.00,410,410,0.53
4096,recency,0.2,9,128138,5.640649,281.645403,819.00,819,819,0.53
4096,recency,0.5,9,128138,5.459567,234.995666,2048.00,2048,2048,0.55
4096,pyramidkv,0.05,9,128138,1.764595,5.839206,205.00,41,369,0.54
4096,pyramidkv,0.1,9,128138,1.718944,5.578637,410.00,51,769,0.55
4096,pyramidkv,0.2,9,128138,1.701182,5.480423,819.00,71,1567,0.56
4096,pyramidkv,0.5,9,128138,1.698325,5.464786,2048.00,133,3963,0.58
4096,normkv,0.05,9,128138,1.817582,6.156953,205.00,205,205,0.53
4096,normkv,0.1,9,128138,1.771090,5.877258,410.00,410,410,0.53
4096,normkv,0.2,9,128138,1.722484,5.598420,819.00,819,819,0.54
4096,normkv,0.5,9,128138,1.675677,5.342412,2048.00,2048,2048,0.56
4096,tova,0.05,9,128138,1.733803,5.662144,205.00,205,205,0.54
4096,tova,0.1,9,128138,1.719980,5.584417,410.00,410,410,0.54
4096,tova,0.2,9,128138,1.707634,5.515896,819.00,819,819,0.55
4096,tova,0.5,9,128138,1.693991,5.441155,2048.00,2048,2048,0.57
4096,random,0.05,9,128138,6.930299,1022.799552,205.00,205,205,0.53
4096,random,0.1,9,128138,6.478621,651.072191,410.00,410,410,0.53
4096,random,0.2,9,128138,5.584963,266.390385,819.00,819,819,0.54
4096,random,0.5,9,128138,3.504428,33.262401,2048.00,2048,2048,0.56
4096,full,1.0,9,128138,1.680711,5.369373,4096.00,4096,4096,0.58
4096,snapkv,0.05,10,129327,1.428986,4.174465,205.00,205,205,1.12
4096,snapkv,0.1,10,129327,1.388102,4.007238,410.00,410,410,0.55
4096,snapkv,0.2,10,129327,1.367160,3.924189,819.00,819,819,0.56
4096,snapkv,0.5,10,129327,1.340683,3.821651,2048.00,2048,2048,0.58
4096,sink_window,0.05,10,129327,1.685655,5.395983,205.00,205,205,0.53
4096,sink_window,0.1,10,129327,1.569367,4.803606,410.00,410,410,0.53
4096,sink_window,0.2,10,129327,1.431371,4.184433,819.00,819,819,0.53
4096,sink_window,0.5,10,129327,1.380005,3.974922,2048.00,2048,2048,0.55
4096,recency,0.05,10,129327,5.975087,393.502400,205.00,205,205,0.53
4096,recency,0.1,10,129327,5.245577,189.725228,410.00,410,410,0.53
4096,recency,0.2,10,129327,4.838377,126.264258,819.00,819,819,0.54
4096,recency,0.5,10,129327,4.622068,101.704180,2048.00,2048,2048,0.55
4096,pyramidkv,0.05,10,129327,1.455125,4.285018,205.00,41,369,0.55
4096,pyramidkv,0.1,10,129327,1.407360,4.085158,410.00,51,769,0.55
4096,pyramidkv,0.2,10,129327,1.367122,3.924042,819.00,71,1567,0.56
4096,pyramidkv,0.5,10,129327,1.343370,3.831935,2048.00,133,3963,0.58
4096,normkv,0.05,10,129327,1.530957,4.622600,205.00,205,205,0.53
4096,normkv,0.1,10,129327,1.510145,4.527385,410.00,410,410,0.53
4096,normkv,0.2,10,129327,1.443756,4.236581,819.00,819,819,0.54
4096,normkv,0.5,10,129327,1.376670,3.961685,2048.00,2048,2048,0.55
4096,tova,0.05,10,129327,1.437400,4.209737,205.00,205,205,0.54
4096,tova,0.1,10,129327,1.385318,3.996096,410.00,410,410,0.54
4096,tova,0.2,10,129327,1.363984,3.911749,819.00,819,819,0.55
4096,tova,0.5,10,129327,1.348727,3.852519,2048.00,2048,2048,0.57
4096,random,0.05,10,129327,6.732798,839.492567,205.00,205,205,0.52
4096,random,0.1,10,129327,6.772675,873.645390,410.00,410,410,0.53
4096,random,0.2,10,129327,5.840366,343.905148,819.00,819,819,0.54
4096,random,0.5,10,129327,3.999802,54.587321,2048.00,2048,2048,0.56
4096,full,1.0,10,129327,1.335379,3.801438,4096.00,4096,4096,0.58
4096,snapkv,0.05,11,150197,1.697924,5.462594,205.00,205,205,1.11
4096,snapkv,0.1,11,150197,1.673923,5.333050,410.00,410,410,0.55
4096,snapkv,0.2,11,150197,1.643036,5.170842,819.00,819,819,0.56
4096,snapkv,0.5,11,150197,1.634165,5.125178,2048.00,2048,2048,0.58
4096,sink_window,0.05,11,150197,1.813678,6.132965,205.00,205,205,0.53
4096,sink_window,0.1,11,150197,1.703136,5.491138,410.00,410,410,0.53
4096,sink_window,0.2,11,150197,1.681350,5.372806,819.00,819,819,0.53
4096,sink_window,0.5,11,150197,1.667387,5.298303,2048.00,2048,2048,0.55
4096,recency,0.05,11,150197,6.873786,966.601634,205.00,205,205,0.53
4096,recency,0.1,11,150197,6.277663,532.542525,410.00,410,410,0.53
4096,recency,0.2,11,150197,6.042294,420.857386,819.00,819,819,0.54
4096,recency,0.5,11,150197,5.547040,256.477377,2048.00,2048,2048,0.55
4096,pyramidkv,0.05,11,150197,1.729654,5.638703,205.00,41,369,0.55
4096,pyramidkv,0.1,11,150197,1.706959,5.512176,410.00,51,769,0.55
4096,pyramidkv,0.2,11,150197,1.674266,5.334877,819.00,71,1567,0.56
4096,pyramidkv,0.5,11,150197,1.648011,5.196633,2048.00,133,3963,0.58
4096,normkv,0.05,11,150197,1.790628,5.993214,205.00,205,205,0.53
4096,normkv,0.1,11,150197,1.752584,5.769493,410.00,410,410,0.53
4096,normkv,0.2,11,150197,1.726951,5.623481,819.00,819,819,0.54
4096,normkv,0.5,11,150197,1.652498,5.220005,2048.00,2048,2048,0.56
4096,tova,0.05,11,150197,1.719398,5.581169,205.00,205,205,0.54
4096,tova,0.1,11,150197,1.693711,5.439629,410.00,410,410,0.55
4096,tova,0.2,11,150197,1.651320,5.213859,819.00,819,819,0.55
4096,tova,0.5,11,150197,1.639285,5.151487,2048.00,2048,2048,0.57
4096,random,0.05,11,150197,6.257149,521.729482,205.00,205,205,0.52
4096,random,0.1,11,150197,5.763007,318.303932,410.00,410,410,0.53
4096,random,0.2,11,150197,4.678277,107.584495,819.00,819,819,0.54
4096,random,0.5,11,150197,3.974722,53.235298,2048.00,2048,2048,0.56
4096,full,1.0,11,150197,1.633554,5.122047,4096.00,4096,4096,0.58
4096,snapkv,0.05,12,185950,2.592023,13.356764,205.00,205,205,1.12
4096,snapkv,0.1,12,185950,2.530920,12.565055,410.00,410,410,0.55
4096,snapkv,0.2,12,185950,2.498188,12.160445,819.00,819,819,0.56
4096,snapkv,0.5,12,185950,2.433614,11.400002,2048.00,2048,2048,0.58
4096,sink_window,0.05,12,185950,2.647830,14.123365,205.00,205,205,0.53
4096,sink_window,0.1,12,185950,2.583482,13.243171,410.00,410,410,0.53
4096,sink_window,0.2,12,185950,2.496136,12.135517,819.00,819,819,0.53
4096,sink_window,0.5,12,185950,2.446477,11.547598,2048.00,2048,2048,0.55
