L,method,budget,comparator,n,ppl_method,ppl_comparator,delta_mean,delta_sd,ci_lo,ci_hi,t_crit,t,p,d_z,primary,p_holm,sig
8192,pyramidkv,0.5,full,20,6.2583513,6.1526262,0.10572510000000002,0.12227584930841719,0.04849824096643086,0.16295195903356918,2.093024054408263,3.866806272294512,0.0010386364707486808,0.8646441680673089,False,,
8192,pyramidkv,0.5,snapkv,20,6.2583513,6.18583815,0.07251314999999998,0.08160313252389986,0.03432170836982179,0.11070459163017818,2.093024054408263,3.973973244596956,0.0008131258940803826,0.8886074315684191,False,,
8192,pyramidkv,0.5,sink_window,20,6.2583513,6.3434271,-0.08507580000000003,0.28121206547196825,-0.21668709789997995,0.04653549789997988,2.093024054408263,-1.3529666426004734,0.1919475571067195,-0.3025325384144321,False,,
8192,random,0.05,full,20,939.1912818000001,6.1526262,933.0386556,482.19096398507844,707.3663378094795,1158.7109733905204,2.093024054408263,8.653575099433748,5.121108912670862e-08,1.934998217073336,True,1.0242217825341724e-07,***
8192,random,0.05,snapkv,20,939.1912818000001,6.8623186,932.3289631999999,482.18759767694854,706.6582208901807,1157.999705509819,2.093024054408263,8.64705334252011,5.180649071110437e-08,1.9335399078941735,True,1.0361298142220873e-07,***
8192,random,0.05,sink_window,20,939.1912818000001,7.5205639999999985,931.6707178,482.1040869014948,706.0390597361845,1157.3023758638155,2.093024054408263,8.642445124396907,5.223153505386403e-08,1.9325094789963113,True,1.0446307010772806e-07,***
8192,random,0.1,full,20,843.4683362999998,6.1526262,837.3157101,678.937147138573,519.5633441855141,1155.068076014486,2.093024054408263,5.51537017617322,2.5481169836905135e-05,1.233274263499831,False,,
8192,random,0.1,snapkv,20,843.4683362999998,6.552376150000001,836.9159601499999,678.9986575078464,519.1348064965498,1154.69711380345,2.093024054408263,5.512237638933121,2.565583777050726e-05,1.23257380687874,False,,
8192,random,0.1,sink_window,20,843.4683362999998,7.09277975,836.3755565499999,678.8150574007412,518.6803303916953,1154.0707827083047,2.093024054408263,5.510168281552846,2.577189535592518e-05,1.2321110845015364,False,,
8192,random,0.2,full,20,569.5492833000001,6.1526262,563.3966570999999,429.48358505737593,362.39215197227736,764.4011622277224,2.093024054408263,5.86654888523127,1.1932977900768517e-05,1.3118002100702733,False,,
8192,random,0.2,snapkv,20,569.5492833000001,6.3150167999999995,563.2342664999999,429.51399940500437,362.2155270194254,764.2530059805744,2.093024054408263,5.864442643992471,1.1986870810977563e-05,1.3113292402115764,False,,
8192,random,0.2,sink_window,20,569.5492833000001,6.531760449999998,563.01752285,429.3728983560557,362.0648206930945,763.9702250069055,2.093024054408263,5.864112329568439,1.1995345288641608e-05,1.3112553796609678,False,,
8192,random,0.5,full,20,145.0830565,6.1526262,138.93043029999998,105.30537279330285,89.64599875931506,188.2148618406849,2.093024054408263,5.9001336409276455,1.110646647214167e-05,1.3193099897447549,False,,
8192,random,0.5,snapkv,20,145.0830565,6.18583815,138.89721835000003,105.3043344669982,89.61327276098426,188.1811639390158,2.093024054408263,5.898781350041512,1.1138582463472193e-05,1.3190076083100801,False,,
8192,random,0.5,sink_window,20,145.0830565,6.3434271,138.73962939999998,105.30671774494958,89.45456840256847,188.0246903974315,2.093024054408263,5.891955407116594,1.1302155863680787e-05,1.3174812810710153,False,,
8192,recency,0.05,full,20,602.5545874500001,6.1526262,596.4019612500001,242.81054316980723,482.763129015887,710.0407934841132,2.093024054408263,10.9846575017672,1.1357869600310316e-09,2.4562440883504473,True,2.2715739200620633e-09,***
8192,recency,0.05,snapkv,20,602.5545874500001,6.8623186,595.69226885,242.89157729935124,482.0155114758486,709.3690262241514,2.093024054408263,10.967925867417375,1.164775620050839e-09,2.452502781172359,True,2.329551240101678e-09,***
8192,recency,0.05,sink_window,20,602.5545874500001,7.5205639999999985,595.0340234500001,242.55329749760185,481.5155858964682,708.5524610035319,2.093024054408263,10.971085852770642,1.1592420981697598e-09,2.4532093753781403,True,2.3184841963395195e-09,***
8192,recency,0.1,full,20,424.89229654999997,6.1526262,418.73967035000004,173.86165088728666,337.36991301080104,500.10942768919904,2.093024054408263,10.770982134357737,1.5704168010199652e-09,2.4084648236859674,False,,
